impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-113870,A575070,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1933602,In Public Home,,Mammal,,Male,Mammal,White,11/19/2018 12:00:00 AM,Date Found,MILITARY AND S 122ND ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1933602,Image Copyright HLP Inc. 2018,,
K18-113114,A572343,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A572343,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sansa,Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Black,10/21/2018 12:00:00 AM,Received on,3400 S 144TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A572343,Image Copyright HLP Inc. 2018,"Received on: 2018-10-21<p/> Found Near: 3400 S 144TH ST, TUKWILA WA 98168<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K18-108607,A538943,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A538943,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Anastasia,Cat,9 YEARS 2 MONTHS,Spayed Female,Domestic Longhair,Black,05/23/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A538943,Image Copyright HLP Inc. 2018,"Received on: 2018-05-23<p/> Description: Black<p/>  Spayed Female Domestic Longhair Cat<p/> Age: 9 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Anastasia and I am available for adoption.<p/><p/>I was brought in by a good samaritan on September 17, 2017.<p/><p/>I am an independent kitty who likes to do my own thing! I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My caregivers have noticed that I do not seem to get along with other cats, so I may do best as the only cat in my new home.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p/><p/>1)   Renal disease.  Anastasia has been documented to have renal insufficiency characterized by increased renal values and the inability to concentrate urine.  She has increase thirst and increased urine production.  Renal disease is generally progressive and must be managed to maintain a good quality of life.  Your veterinarian may recommend additional testing, medications, prescription diets, or supplemental care as needed.<p/><p/>2)  Old fracture of left femoral head and left ilium.  Spondylosis in thoracolumbar area.  She has had some stiffness in the hind end.  These chronic changes can be managed with pain medication and joint supplements.  Treatment is focused on lifelong management of the disease, rather than a cure.  Treatment may include weight loss plans, daily medications, nutritional supplements or regular, moderate exercise.  Please follow up with your regular veterinarian.<p/><p/>3)  Radiographic evidence of bronchopulmonary disease/asthma.  No respiratoyr signs have been noted but she may need treatment in the future.<p/><p/>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p/><p/>- Special diet or prescription foods<p/>- Prescription or over-the-counter medicines<p/>- Special skin care or shampoos<p/>- Regular veterinarian visits, which may include blood tests or other monitoring<p/>- Possible surgery or other procedures as determined by your veterinarian<p/><p/> Adoption Fee: $30.00<p/>",
K16-093347,A506784,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Smokey,Cat,12 YEARS 2 MONTHS,Neutered Male,Domestic Mediumhair,Gray / White,09/13/2016 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A506784,Image Copyright HLP Inc. 2018,Received on: 2016-09-13<p/> Description: Gray / White Neutered Male Domestic Mediumhair Cat<p/> Age: 12 YEARS 2 MONTHS<p/> Current Location: In RASKC Foster Home <p/><p/>Adoption Fee: $30.00<p/>,
K18-113750,A574777,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Cha Cha,Dog,9 WEEKS,Spayed Female,Chihuahua - Smooth Coated,White / Brown,11/14/2018 12:00:00 AM,Received on,14000 SE 177TH ST,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574777,Image Copyright HLP Inc. 2018,"Received on: 2018-11-14<p/> Found Near: 14000 SE 177TH ST, RENTON WA 98058<p/> Description: White / Brown Spayed Female Chihuahua - Smooth Coated Dog<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",GREEN
K18-113047,A572204,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Hamford,Cat,5 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Org Tabby,10/18/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,ENUMCLAW,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A572204,Image Copyright HLP Inc. 2018,"Received on: 2018-10-18<p/> Description: Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS 1 MONTH<p/> Current Location: In RASKC Foster Home <p/>Hi, I am Hamford, the name given by RASKC, but my foster family calls me Buddy. I am very friendly, love people, playing, chasing after my toys and snuggling. I always use my litter box and play well with my foster dogs and cats. I would love to meet you and show you how lovable I am.<p/>Adoption Fee: $30.00<p/>",GREEN
K18-113884,A575112,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,1 YEAR,Male,Domestic Shorthair,Black / White,11/21/2018 12:00:00 AM,Received on,11400 164TH AVE SE,RENTON,WA,98059,KING COUNTY,,,,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Found Near: 11400 164TH AVE SE, RENTON WA 98059<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/>",
K18-113828,A574929,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574929,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Novaya,Cat,8 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby / White,11/17/2018 12:00:00 AM,Received on,18300 MILITARY RD S,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574929,Image Copyright HLP Inc. 2018,"Received on: 2018-11-17<p/> Found Near: 18300 MILITARY RD S, SEATAC WA 98188<p/> Description: Brn Tabby / White Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K18-113885,A575114,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A575114,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Unaltered,Domestic Shorthair,Black,11/21/2018 12:00:00 AM,Received on,35400 42ND AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575114,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Found Near: 35400 42ND AVE S, AUBURN WA 98001<p/> Description: Black Unaltered Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-113886,A575113,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A575113,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,6 MONTHS,Female,Beagle / Boxer,Brown / White,11/21/2018 12:00:00 AM,Received on,25200 38TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575113,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Found Near: 25200 38TH AVE S, KENT WA 98032<p/> Description: Brown / White Female Beagle / Boxer Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-113775,A574840,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574840,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Checkers,Dog,2 YEARS,Neutered Male,Pit Bull / Mix,Bl Brindle / White,11/15/2018 12:00:00 AM,Received on,10800 SE 212TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574840,Image Copyright HLP Inc. 2018,"Received on: 2018-11-15<p/> Found Near: 10800 SE 212TH ST, KENT WA 98031<p/> Description: Bl Brindle / White Neutered Male Pit Bull / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K18-113835,A574935,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574935,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Gravy,Dog,2 YEARS,Spayed Female,Shih Tzu,Cream / Black,11/17/2018 12:00:00 AM,Received on,6700 S 211TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574935,Image Copyright HLP Inc. 2018,"Received on: 2018-11-17<p/> Found Near: 6700 S 211TH ST, KENT WA 98032<p/> Description: Cream / Black Spayed Female Shih Tzu Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K18-113881,A575092,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1933798,LOST,Varya,Cat,,Female,Domestic Mediumhair,Unknown,11/20/2018 12:00:00 AM,Date Lost,15800 LEARY WAY,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1933798,Image Copyright HLP Inc. 2018,,
K18-113895,A575123,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A575123,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Lizard,NO AGE,Unaltered,Lizard,Tan,11/21/2018 12:00:00 AM,Received on,26400 SE DUTHIE HILL RD,SAMMAMISH,WA,98075,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575123,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Found Near: 26400 SE DUTHIE HILL RD, SAMMAMISH WA 98075<p/> Description: Tan Unaltered Lizard Lizard<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-113887,A575115,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1933988,LOST,Howard,Cat,,Male,Domestic Shorthair,Unknown,11/18/2018 12:00:00 AM,Date Lost,S 107TH ST & 16TH AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1933988,Image Copyright HLP Inc. 2018,,
K18-112646,A570611,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A570611,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Buffy,Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Gray / White,10/03/2018 12:00:00 AM,Received on,14800 SE LAKE HOLM RD,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A570611,Image Copyright HLP Inc. 2018,"Received on: 2018-10-03<p/> Found Near: 14800 SE LAKE HOLM RD, AUBURN WA 98092<p/> Description: Gray / White Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K18-112648,A570615,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A570615,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Willow,Cat,4 MONTHS,Spayed Female,Domestic Mediumhair,Black / White,10/03/2018 12:00:00 AM,Received on,14800 SE LAKE HOLM RD,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A570615,Image Copyright HLP Inc. 2018,"Received on: 2018-10-03<p/> Found Near: 14800 SE LAKE HOLM RD, AUBURN WA 98092<p/> Description: Black / White Spayed Female Domestic Mediumhair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K18-112647,A570613,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A570613,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Xander,Cat,4 MONTHS,Neutered Male,Domestic Mediumhair,Gray,10/03/2018 12:00:00 AM,Received on,14800 SE LAKE HOLM RD,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A570613,Image Copyright HLP Inc. 2018,"Received on: 2018-10-03<p/> Found Near: 14800 SE LAKE HOLM RD, AUBURN WA 98092<p/> Description: Gray Neutered Male Domestic Mediumhair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K18-113760,A574802,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,10 YEARS,Neutered Male,Domestic Shorthair,Black,11/14/2018 12:00:00 AM,Received on,4700 242ND AVE SE,SAMMAMISH,WA,98029,SAMMAMISH,47.560482,-122.017336,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574802,Image Copyright HLP Inc. 2018,"Received on: 2018-11-14<p/> Found Near: 4700 242ND AVE SE, SAMMAMISH WA 98029<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 10 YEARS<p/> Current Location: In RASKC Foster Home <p/>",BLUE
K18-113891,A575119,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,4 MONTHS,Male,Domestic Shorthair,Black / White,11/21/2018 12:00:00 AM,Received on,15200 SE GREEN VALLEY RD,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575119,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Found Near: 15200 SE GREEN VALLEY RD, AUBURN WA 98092<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: In RASKC Foster Home <p/>",
K18-113893,A575121,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,4 MONTHS,Female,Domestic Shorthair,Calico,11/21/2018 12:00:00 AM,Received on,15200 SE GREEN VALLEY RD,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575121,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Found Near: 15200 SE GREEN VALLEY RD, AUBURN WA 98092<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: In RASKC Foster Home <p/>",
K18-113901,A557450,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A557450,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jenny,Lionhead,6 MONTHS,Spayed Female,Lionhead,Tortie,11/21/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A557450,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Description: Tortie<p/>  Spayed Female Lionhead Lionhead<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/> Adoption Fee: $30.00<p/>",
K18-113902,A557463,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A557463,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Renee,Lionhead,6 MONTHS,Spayed Female,Lionhead / Mix,Black,11/21/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A557463,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Description: Black<p/>  Spayed Female Lionhead / Mix Lionhead<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/> Adoption Fee: $30.00<p/>",
K18-113894,A575122,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,4 MONTHS,Female,Domestic Shorthair,Tortie,11/21/2018 12:00:00 AM,Received on,15200 SE GREEN VALLEY RD,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575122,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Found Near: 15200 SE GREEN VALLEY RD, AUBURN WA 98092<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: In RASKC Foster Home <p/>",
K18-113892,A575120,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,4 MONTHS,Male,Domestic Shorthair,Black / White,11/21/2018 12:00:00 AM,Received on,15200 SE GREEN VALLEY RD,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575120,Image Copyright HLP Inc. 2018,"Received on: 2018-11-21<p/> Found Near: 15200 SE GREEN VALLEY RD, AUBURN WA 98092<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: In RASKC Foster Home <p/>",
K18-113896,A575124,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1934016,LOST,Jazz,Cat,,Male,Domestic Shorthair,Unknown,11/15/2018 12:00:00 AM,Date Lost,164TH AVENUE SE & SE 235TH ST,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1934016,Image Copyright HLP Inc. 2018,,
